account_id,account_name,signup_date,seats,is_trial,churn_flag,days_since_signup,n_subscriptions,n_churned_subs,n_upgrades,n_downgrades,n_trial_subs,total_mrr,max_mrr,avg_mrr,auto_renew_pct,tenure_days,latest_mrr,sub_churn_rate,upgrade_net,total_usage_events,unique_features_used,total_usage_duration_mins,total_errors,beta_feature_pct,avg_usage_count,error_rate,feature_breadth,n_tickets,avg_resolution_hours,avg_first_response_mins,avg_satisfaction,n_escalations,urgent_pct,escalation_rate,n_churn_events,had_reactivation,had_preceding_downgrade,had_preceding_upgrade,total_refund_usd,primary_churn_reason_budget,primary_churn_reason_competitor,primary_churn_reason_features,primary_churn_reason_pricing,primary_churn_reason_support,primary_churn_reason_unknown,days_since_last_usage,usage_last_30d,usage_last_90d,recency_ratio,has_active_sub,active_mrr,usage_per_seat,tickets_per_seat,mrr_per_seat,industry_Cybersecurity,industry_DevTools,industry_EdTech,industry_FinTech,industry_HealthTech,country_AU,country_CA,country_DE,country_FR,country_IN,country_UK,country_US,referral_source_ads,referral_source_event,referral_source_organic,referral_source_other,referral_source_partner,plan_tier_Basic,plan_tier_Enterprise,plan_tier_Pro,latest_plan_tier_Basic,latest_plan_tier_Enterprise,latest_plan_tier_Pro,billing_freq_annual,billing_freq_monthly
A-0aaf6e,Company_114,2024-05-11,3,False,False,436,9,1,0,0,2,24084,17512,2676.0,0.667,182,3582,0.1111111111111111,0,57,25,2874.0,39,0.105,10.51,0.6842,0.625,5.0,45.0,75.4,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,210,0,0,0.0,1,23496,19.0,1.667,8028.0,False,False,False,True,False,False,False,False,False,False,False,True,False,False,True,False,False,False,True,False,False,True,False,False,True
A-e61e98,Company_115,2023-10-20,19,False,True,640,9,0,2,0,1,13484,6766,1498.2,0.778,624,6766,0.0,2,56,32,2199.9,25,0.125,9.41,0.4464,0.8,6.0,30.3,88.5,4.5,1.0,0.167,0.167,1.0,0.0,1.0,0.0,0.0,False,False,True,False,False,False,206,0,0,0.0,1,13484,2.95,0.316,709.7,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,True,False,True,False,False,True,False,True,False
A-92a333,Company_116,2023-03-24,9,False,False,850,6,0,0,1,0,10659,6567,1776.5,1.0,717,171,0.0,-1,36,22,1727.4,30,0.056,10.11,0.8333,0.55,4.0,23.2,58.2,4.0,1.0,0.0,0.25,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,213,0,0,0.0,1,10659,4.0,0.444,1184.3,False,False,False,True,False,False,False,False,False,False,False,True,False,True,False,False,False,False,True,False,True,False,False,False,True
A-95b24a,Company_117,2023-06-06,38,False,True,776,11,0,4,1,2,25034,8557,2275.8,0.636,738,0,0.0,3,62,32,3147.6,34,0.129,9.85,0.5484,0.8,5.0,21.2,90.4,4.2,0.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,202,0,0,0.0,1,25034,1.63,0.132,658.8,False,False,False,True,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,True,False,False,True,True,False
A-42e5e1,Company_118,2024-07-09,1,False,True,377,7,1,1,1,2,8916,4378,1273.7,0.857,24,490,0.14285714285714285,0,41,24,1945.1,41,0.049,10.02,1.0,0.6,3.0,29.0,81.3,4.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,False,False,False,True,False,False,207,0,0,0.0,1,4936,41.0,3.0,8916.0,False,True,False,False,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False,True,False,False,True,True,False
A-7d514c,Company_119,2024-02-03,17,False,False,534,9,1,2,0,2,24274,8557,2697.1,0.889,273,3383,0.1111111111111111,2,48,30,2445.1,30,0.146,10.46,0.625,0.75,3.0,33.3,49.7,4.33,0.0,0.333,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,222,0,0,0.0,1,15717,2.82,0.176,1427.9,False,False,False,False,True,False,False,True,False,False,False,False,False,False,True,False,False,False,True,False,False,True,False,False,True
A-65aeb5,Company_120,2024-01-25,9,False,False,543,12,3,0,1,1,34392,12537,2866.0,0.75,305,171,0.25,-1,55,30,2467.2,40,0.055,9.69,0.7273,0.75,2.0,42.5,159.5,4.5,0.0,0.0,0.0,2.0,1.0,0.0,1.0,0.0,True,False,False,False,False,False,222,0,0,0.0,1,19893,6.11,0.222,3821.3,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,True,True,False,False,True,False
A-e2cd1b,Company_121,2024-02-04,15,False,False,533,9,0,1,0,2,12548,3184,1394.2,1.0,515,3184,0.0,1,49,29,2300.7,18,0.143,9.49,0.3673,0.725,5.0,37.8,76.0,4.0,0.0,0.4,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,208,0,0,0.0,1,12548,3.27,0.333,836.5,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,True,False,False,True,False,True,False
A-180abf,Company_122,2023-08-14,64,False,True,707,9,2,2,0,2,37312,12736,4145.8,0.778,216,3136,0.2222222222222222,2,48,29,2270.8,28,0.104,10.4,0.5833,0.725,3.0,36.3,62.3,3.67,0.0,0.0,0.0,5.0,0.0,1.0,0.0,0.0,False,False,False,False,True,False,216,0,0,0.0,1,24576,0.75,0.047,583.0,False,True,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,True,False,False,True,False,True
A-f17767,Company_123,2023-01-30,1,True,True,903,14,2,3,1,0,16139,7761,1152.8,0.929,347,735,0.14285714285714285,2,69,35,3483.0,38,0.058,10.33,0.5507,0.875,3.0,36.3,115.0,4.0,1.0,0.333,0.333,1.0,0.0,0.0,1.0,0.0,False,False,False,True,False,False,208,0,0,0.0,1,14914,69.0,3.0,16139.0,False,True,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,True,False,False,False,True,True,False
A-5a184f,Company_124,2023-06-19,1,False,True,763,10,1,0,1,1,20683,9154,2068.3,1.0,470,684,0.1,-1,57,30,2927.2,29,0.035,10.3,0.5088,0.75,3.0,15.3,42.3,4.33,0.0,0.0,0.0,3.0,0.0,1.0,0.0,0.0,False,False,False,False,True,False,223,0,0,0.0,1,19999,57.0,3.0,20683.0,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,True,False,True,False,False,True,False
A-7df7a7,Company_125,2023-01-28,7,False,True,905,15,1,0,2,2,29155,8955,1943.7,0.8,347,5970,0.06666666666666667,-2,91,36,4280.2,47,0.11,10.13,0.5165,0.9,3.0,28.0,93.0,4.0,1.0,0.333,0.333,1.0,0.0,0.0,0.0,0.0,True,False,False,False,False,False,214,0,0,0.0,1,26568,13.0,0.429,4165.0,False,True,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,True,False,False,False,True,False,True,False
A-1ac5e0,Company_126,2024-10-20,33,False,True,274,10,0,0,0,3,18249,6567,1824.9,0.5,270,0,0.0,0,56,31,2798.4,31,0.125,9.96,0.5536,0.775,7.0,40.4,76.0,3.86,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,222,0,0,0.0,1,18249,1.7,0.212,553.0,False,True,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,True,False,False,False,True,False,False,True
A-52dd88,Company_127,2023-02-21,23,False,False,881,11,0,1,0,1,16592,5174,1508.4,0.636,848,1470,0.0,1,50,28,3013.7,33,0.08,10.32,0.66,0.7,1.0,72.0,111.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,241,0,0,0.0,1,16592,2.17,0.043,721.4,True,False,False,False,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False,True,False,False,True,True,False
A-bece89,Company_128,2023-12-01,26,False,False,598,6,0,1,0,0,19250,5174,3208.3,0.667,550,1862,0.0,1,19,16,801.9,13,0.105,9.26,0.6842,0.4,4.0,32.5,103.8,4.0,1.0,0.5,0.25,2.0,0.0,0.0,0.0,109.76,True,False,False,False,False,False,205,0,0,0.0,1,19250,0.73,0.154,740.4,True,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,True,False,False,True,True,False
A-029f69,Company_129,2024-03-07,3,False,False,501,16,3,2,0,2,14638,4776,914.9,0.625,191,646,0.1875,2,84,37,4021.2,42,0.107,9.39,0.5,0.925,2.0,42.0,108.0,3.5,0.0,0.5,0.0,3.0,0.0,0.0,0.0,32.73,False,True,False,False,False,False,202,0,0,0.0,1,13324,28.0,0.667,4879.3,True,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,True,False,False,True,False,False,True,False
A-5c046d,Company_130,2024-07-06,93,False,False,380,8,0,0,0,0,83886,18507,10485.8,0.75,363,18507,0.0,0,46,27,2132.1,23,0.109,10.33,0.5,0.675,1.0,13.0,128.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,216,0,0,0.0,1,83886,0.49,0.011,902.0,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,True,True,False,False,False,True,False,True,False
A-fb186e,Company_131,2024-10-27,29,False,False,267,3,0,0,0,2,5771,5771,1923.7,0.667,247,0,0.0,0,20,15,1202.8,7,0.15,10.35,0.35,0.375,6.0,26.2,81.0,3.83,0.0,0.333,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,266,0,0,0.0,1,5771,0.69,0.207,199.0,False,False,True,False,False,False,False,False,False,True,False,False,False,False,True,False,False,True,False,False,False,True,False,True,False
A-ae052e,Company_132,2023-09-11,39,False,False,679,6,3,1,1,2,7693,1960,1282.2,1.0,324,0,0.5,0,29,24,1473.0,12,0.207,10.34,0.4138,0.6,4.0,31.2,60.5,4.0,0.0,0.5,0.0,4.0,0.0,0.0,0.0,0.0,True,False,False,False,False,False,232,0,0,0.0,1,3822,0.74,0.103,197.3,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,True,False,True,False,False,True,False,False,True,False
A-9f9299,Company_133,2023-09-02,28,True,False,688,15,3,0,0,0,42403,5572,2826.9,0.6,403,1372,0.2,0,85,37,4307.8,54,0.118,9.76,0.6353,0.925,5.0,36.2,116.2,4.2,0.0,0.2,0.0,2.0,0.0,0.0,0.0,0.0,False,True,False,False,False,False,207,0,0,0.0,1,34087,3.04,0.179,1514.4,False,False,False,True,False,False,False,False,False,False,False,True,False,False,True,False,False,False,True,False,False,False,True,True,False
A-96e141,Company_134,2023-08-12,14,False,False,709,7,1,0,0,1,15468,4975,2209.7,1.0,308,4975,0.14285714285714285,0,36,26,1359.8,19,0.056,9.61,0.5278,0.65,5.0,32.8,68.4,4.2,0.0,0.2,0.0,2.0,0.0,0.0,0.0,43.53,True,False,False,False,False,False,216,0,0,0.0,1,15183,2.57,0.357,1104.9,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,True,False,False,False,True,False,False,True
A-117171,Company_135,2024-09-12,45,False,True,312,5,1,0,1,2,12015,8955,2403.0,1.0,76,2205,0.2,-1,21,15,997.7,11,0.048,9.9,0.5238,0.375,6.0,32.5,68.3,3.83,1.0,0.167,0.167,3.0,0.0,0.0,0.0,102.86,True,False,False,False,False,False,222,0,0,0.0,1,9810,0.47,0.133,267.0,False,False,False,False,True,False,False,False,True,False,False,False,False,False,True,False,False,True,False,False,False,False,True,True,False
A-313be3,Company_136,2023-11-15,47,True,False,614,11,0,1,0,6,19006,9353,1727.8,0.727,604,2303,0.0,1,57,33,2742.4,40,0.053,9.82,0.7018,0.825,4.0,22.5,80.2,4.25,1.0,0.75,0.25,2.0,0.0,0.0,1.0,43.03,False,True,False,False,False,False,214,0,0,0.0,1,19006,1.21,0.085,404.4,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,True,False,False,False,True,False,True
A-671f31,Company_137,2024-11-24,59,False,False,239,6,0,0,1,1,30385,11741,5064.2,0.833,236,0,0.0,-1,17,13,724.2,16,0.0,9.82,0.9412,0.325,7.0,33.0,78.0,4.14,0.0,0.429,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,208,0,0,0.0,1,30385,0.29,0.119,515.0,False,True,False,False,False,False,False,False,False,False,False,True,True,False,False,False,False,True,False,False,False,True,False,True,False
A-bbc346,Company_138,2024-08-29,19,False,False,326,13,2,3,2,3,33122,8955,2547.8,0.846,56,0,0.15384615384615385,1,62,34,2989.6,37,0.097,10.48,0.5968,0.85,3.0,45.3,102.7,4.33,0.0,0.333,0.0,2.0,0.0,0.0,1.0,15.46,False,True,False,False,False,False,210,0,0,0.0,1,32142,3.26,0.158,1743.3,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,True,False,True,False,False,False,True,True,False
A-c16101,Company_139,2024-09-06,7,False,False,318,10,0,1,1,0,12422,4378,1242.2,0.9,318,343,0.0,0,55,31,3099.7,29,0.164,10.2,0.5273,0.775,4.0,28.0,82.0,4.25,1.0,0.25,0.25,2.0,1.0,1.0,0.0,0.0,False,False,True,False,False,False,213,0,0,0.0,1,12422,7.86,0.571,1774.6,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,True,False,True,False,False,False,False,True,False,True
A-50f3f7,Company_140,2023-12-22,31,False,True,577,15,0,0,2,2,44077,8955,2938.5,0.867,563,6169,0.0,-2,72,30,3448.2,45,0.097,9.51,0.625,0.75,6.0,37.8,67.8,4.5,1.0,0.167,0.167,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,205,0,0,0.0,1,44077,2.32,0.194,1421.8,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,True,True,False,False,False,True,False,True,False
A-7da956,Company_141,2024-06-02,13,True,False,414,12,2,1,2,3,10963,2985,913.6,0.917,197,2985,0.16666666666666666,-1,51,28,2507.2,35,0.078,10.65,0.6863,0.7,3.0,32.7,88.0,4.33,0.0,0.333,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,211,0,0,0.0,1,7930,3.92,0.231,843.3,True,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,True,False,True,False,False,True
A-019782,Company_142,2023-04-19,11,False,False,824,9,1,1,0,2,8353,3184,928.1,0.667,172,0,0.1111111111111111,1,55,28,2680.8,30,0.055,10.22,0.5455,0.7,2.0,10.0,107.0,3.5,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,213,0,0,0.0,1,5169,5.0,0.182,759.4,False,True,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,True,False,False,True,False,True,False
A-df10db,Company_143,2023-06-06,2,True,False,776,11,1,2,0,1,11730,6567,1066.4,0.818,466,2388,0.09090909090909091,2,64,31,3582.9,40,0.031,10.89,0.625,0.775,2.0,68.5,86.5,3.0,1.0,0.0,0.5,2.0,0.0,0.0,0.0,0.0,False,True,False,False,False,False,209,0,0,0.0,1,11464,32.0,1.0,5865.0,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,True,False,False,True,False,False,True
A-3932db,Company_144,2023-10-04,19,True,True,656,9,1,2,1,3,14087,6965,1565.2,1.0,244,0,0.1111111111111111,1,46,28,2249.4,28,0.087,9.43,0.6087,0.7,6.0,41.0,86.5,4.17,0.0,0.333,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,212,0,0,0.0,1,14087,2.42,0.316,741.4,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,True,False,False,False,True,False,True,False,False,True
A-4f18f0,Company_145,2024-04-21,24,True,False,456,12,3,0,1,2,30264,11741,2522.0,0.75,169,456,0.25,-1,57,33,2800.8,25,0.105,9.54,0.4386,0.825,5.0,39.2,61.4,4.0,0.0,0.2,0.0,2.0,0.0,0.0,1.0,0.0,False,False,True,False,False,False,211,0,0,0.0,1,29333,2.38,0.208,1261.0,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,True,True,False,False,False,True
A-4c6f11,Company_146,2023-11-27,24,True,True,602,5,0,0,1,0,7586,4776,1517.2,0.6,478,456,0.0,-1,24,20,1414.2,4,0.042,11.17,0.1667,0.5,3.0,44.7,63.0,4.33,0.0,0.667,0.0,2.0,0.0,0.0,0.0,0.0,False,True,False,False,False,False,210,0,0,0.0,1,7586,1.0,0.125,316.1,False,False,False,True,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,True,True,False,False,False,True
A-8ae05d,Company_147,2024-04-06,86,False,False,471,7,1,0,0,2,26230,17114,3747.1,0.714,210,0,0.14285714285714285,0,20,16,1290.8,10,0.05,10.15,0.5,0.4,1.0,47.0,48.0,4.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,False,False,False,False,False,True,209,0,0,0.0,1,9116,0.23,0.012,305.0,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,True,False,False,True,False,False,True,False,False,True
A-b78bf8,Company_148,2024-11-15,33,False,False,248,8,0,1,1,1,22423,9751,2802.9,1.0,246,1617,0.0,0,42,24,2063.4,11,0.167,10.02,0.2619,0.6,5.0,24.2,88.8,4.2,0.0,0.6,0.0,1.0,0.0,0.0,0.0,0.0,False,False,False,False,False,True,227,0,0,0.0,1,22423,1.27,0.152,679.5,False,True,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,True,False,False,True,False,True
A-eafc6e,Company_149,2023-07-06,27,False,True,746,7,0,0,0,2,16229,6766,2318.4,0.857,713,0,0.0,0,32,23,1503.6,15,0.094,9.38,0.4688,0.575,1.0,64.0,136.0,4.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,False,False,False,True,False,False,233,0,0,0.0,1,16229,1.19,0.037,601.1,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,True,True,False,False,False,True
A-37f969,Company_150,2023-10-14,30,False,False,646,8,0,2,0,0,22959,5970,2869.9,0.75,636,5970,0.0,2,32,25,1797.5,14,0.156,9.75,0.4375,0.625,5.0,22.2,94.0,3.8,1.0,0.2,0.2,4.0,0.0,0.0,1.0,146.86,False,False,False,True,False,False,208,0,0,0.0,1,22959,1.07,0.167,765.3,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,True,False,True,False,False,True,False,True,False
A-10b8f2,Company_151,2023-01-11,47,True,False,922,12,0,1,0,3,30719,9353,2559.9,0.667,897,2352,0.0,1,56,29,2886.4,23,0.179,10.0,0.4107,0.725,3.0,46.3,67.0,4.33,0.0,0.333,0.0,1.0,0.0,0.0,1.0,0.0,False,False,False,False,True,False,207,0,0,0.0,1,30719,1.19,0.064,653.6,False,False,False,False,True,False,False,True,False,False,False,False,False,False,True,False,False,True,False,False,False,False,True,True,False
A-439b2f,Company_152,2024-02-21,1,False,True,516,6,1,1,0,1,1796,1274,299.3,0.833,70,1274,0.16666666666666666,1,20,14,904.5,5,0.1,8.55,0.25,0.35,3.0,18.3,85.3,4.0,0.0,0.667,0.0,2.0,1.0,0.0,0.0,17.06,False,False,True,False,False,False,204,0,0,0.0,1,1796,20.0,3.0,1796.0,False,True,False,False,False,False,False,False,False,False,False,True,True,False,False,False,False,False,True,False,False,False,True,False,True
A-544d0a,Company_153,2024-05-02,2,True,False,445,10,0,1,2,1,18492,12736,1849.2,0.7,423,398,0.0,-1,47,27,2547.1,22,0.149,10.85,0.4681,0.675,2.0,38.5,98.0,4.0,1.0,0.5,0.5,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,215,0,0,0.0,1,18492,23.5,1.0,9246.0,False,True,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,True,False,False,False,True,False,True,False
A-ba6516,Company_154,2023-10-29,27,False,False,631,13,0,1,3,3,28379,7562,2183.0,0.769,558,5373,0.0,-2,60,31,3559.2,32,0.133,10.7,0.5333,0.775,6.0,31.5,71.0,4.0,0.0,0.167,0.0,1.0,0.0,0.0,0.0,0.0,True,False,False,False,False,False,214,0,0,0.0,1,28379,2.22,0.222,1051.1,False,False,False,True,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False,True,False,True,False,True,False
A-712426,Company_155,2024-11-10,9,False,False,253,15,2,2,0,3,11197,2587,746.5,1.0,46,0,0.13333333333333333,2,70,32,3578.0,31,0.086,9.94,0.4429,0.8,6.0,37.3,79.2,4.33,0.0,0.167,0.0,3.0,1.0,0.0,1.0,0.0,False,False,False,True,False,False,206,0,0,0.0,1,8671,7.78,0.667,1244.1,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,True,False,False,True,False,False,True,False,True,False
A-038089,Company_156,2023-12-19,5,False,True,580,3,0,0,0,0,2104,1764,701.3,1.0,389,95,0.0,0,20,15,1061.2,15,0.05,10.5,0.75,0.375,6.0,30.2,86.2,3.83,0.0,0.167,0.0,2.0,0.0,0.0,0.0,19.34,False,True,False,False,False,False,235,0,0,0.0,1,2104,4.0,1.2,420.8,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,True,True,False,False,True,False
A-afa505,Company_157,2023-12-27,70,True,False,572,9,1,2,1,2,66010,13930,7334.4,0.556,272,13930,0.1111111111111111,1,51,33,2711.2,28,0.157,9.94,0.549,0.825,4.0,37.2,88.2,3.5,1.0,0.5,0.25,1.0,0.0,0.0,1.0,0.0,False,False,False,False,True,False,203,0,0,0.0,1,62580,0.73,0.057,943.0,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,True,False,False,False,True,False,False,True
A-d5a319,Company_158,2023-05-04,15,False,True,809,12,0,3,2,2,37847,13930,3153.9,0.833,755,2985,0.0,1,59,32,3544.2,43,0.085,10.24,0.7288,0.8,1.0,17.0,132.0,4.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,213,0,0,0.0,1,37847,3.93,0.067,2523.1,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,True,False,False,True,False,False,True,False,True,False
A-f97b9a,Company_159,2023-07-09,16,False,False,743,11,0,1,0,4,23833,7164,2166.6,0.727,680,784,0.0,1,56,29,2887.4,33,0.107,10.02,0.5893,0.725,7.0,31.7,69.9,3.86,0.0,0.143,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,204,0,0,0.0,1,23833,3.5,0.438,1489.6,False,False,False,True,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,True,False,False,True,True,False
A-2f6a32,Company_160,2024-08-26,19,False,False,329,11,2,1,0,2,7513,1617,683.0,1.0,81,361,0.18181818181818182,1,66,32,3454.7,46,0.091,9.91,0.697,0.8,2.0,41.0,72.0,3.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,206,0,0,0.0,1,6221,3.47,0.105,395.4,False,False,False,False,True,False,False,False,False,False,False,True,False,False,True,False,False,True,False,False,True,False,False,True,False
A-856b1e,Company_161,2023-10-31,19,False,False,629,6,0,1,0,1,6321,1764,1053.5,0.833,627,0,0.0,1,23,17,1057.0,24,0.174,10.0,1.0435,0.425,5.0,36.0,79.4,4.0,1.0,0.0,0.2,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,226,0,0,0.0,1,6321,1.21,0.263,332.7,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,True,True,False,False,True,False,False,False,True
A-17939a,Company_162,2024-12-26,1,False,False,207,11,2,0,0,1,9669,2587,879.0,0.818,4,266,0.18181818181818182,0,47,25,2028.8,43,0.106,9.36,0.9149,0.625,7.0,38.0,83.4,4.29,0.0,0.429,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,229,0,0,0.0,1,8035,47.0,7.0,9669.0,False,False,False,False,True,False,False,False,False,False,False,True,False,False,True,False,False,True,False,False,True,False,False,True,False
A-d27f50,Company_163,2024-07-20,44,False,False,366,12,3,1,0,2,44815,9552,3734.6,0.75,160,836,0.25,1,50,29,2835.0,31,0.08,9.62,0.62,0.725,4.0,37.5,116.5,3.75,0.0,0.25,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,214,0,0,0.0,1,25671,1.14,0.091,1018.5,True,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,True,False,True,False,False,True,False
A-e36807,Company_164,2024-05-17,6,False,False,430,10,1,0,0,2,12569,2786,1256.9,0.8,69,1791,0.1,0,49,27,2347.5,27,0.082,9.1,0.551,0.675,2.0,41.0,152.0,4.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,204,0,0,0.0,1,10707,8.17,0.333,2094.8,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,True,False,False,True
A-ff79f2,Company_165,2024-04-25,8,False,True,452,9,2,2,0,1,27873,16517,3097.0,0.667,216,3781,0.2222222222222222,2,41,24,2230.8,12,0.098,9.59,0.2927,0.6,2.0,50.0,82.5,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,241,0,0,0.0,1,23408,5.12,0.25,3484.1,False,True,False,False,False,False,False,False,False,False,False,True,True,False,False,False,False,True,False,False,False,True,False,True,False
A-5b1bcd,Company_166,2023-09-16,73,False,False,674,15,1,3,0,1,133298,14527,8886.5,0.867,406,3577,0.06666666666666667,3,86,34,4188.1,54,0.07,10.1,0.6279,0.85,4.0,43.2,92.5,4.25,0.0,0.75,0.0,1.0,0.0,0.0,0.0,4.45,False,True,False,False,False,False,202,0,0,0.0,1,131911,1.18,0.055,1826.0,False,True,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,True,False,False,True,True,False
A-71615e,Company_167,2024-05-18,15,False,False,429,13,0,3,0,2,40713,11940,3131.8,0.769,389,735,0.0,3,62,29,3246.6,41,0.065,10.0,0.6613,0.725,1.0,49.0,77.0,4.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,False,False,False,True,False,False,211,0,0,0.0,1,40713,4.13,0.067,2714.2,False,False,True,False,False,False,False,False,False,False,False,True,False,False,True,False,False,True,False,False,False,False,True,True,False
A-794a0b,Company_168,2023-06-02,23,False,False,780,7,0,0,0,2,10575,6169,1510.7,0.714,714,6169,0.0,0,38,28,1570.0,31,0.026,9.13,0.8158,0.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,True,False,False,False,False,False,213,0,0,0.0,1,10575,1.65,0.0,459.8,False,False,False,False,True,False,False,True,False,False,False,False,False,False,True,False,False,True,False,False,False,True,False,False,True
A-86902e,Company_169,2023-05-02,34,False,False,811,10,1,2,0,2,36041,12139,3604.1,0.9,379,6766,0.1,2,63,32,3372.2,36,0.095,9.97,0.5714,0.8,9.0,40.9,71.4,3.78,0.0,0.333,0.0,1.0,0.0,0.0,0.0,0.0,False,False,True,False,False,False,221,0,0,0.0,1,36041,1.85,0.265,1060.0,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,True,False,False,True,False,False,True,False,True,False
A-0532a9,Company_170,2024-09-25,19,False,False,299,10,0,4,1,0,15161,5373,1516.1,0.5,298,931,0.0,3,54,30,2629.9,30,0.13,9.61,0.5556,0.75,8.0,30.8,73.4,3.88,0.0,0.0,0.0,1.0,0.0,0.0,0.0,2.4,False,False,False,True,False,False,208,0,0,0.0,1,15161,2.84,0.421,797.9,False,False,False,True,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,True,False,False,True,True,False
A-9779ad,Company_171,2024-03-29,40,True,True,479,10,0,0,0,2,51680,7960,5168.0,0.5,470,7960,0.0,0,43,29,1818.0,25,0.07,9.6,0.5814,0.725,3.0,20.7,116.3,4.33,0.0,0.333,0.0,3.0,0.0,0.0,1.0,0.0,False,True,False,False,False,False,213,0,0,0.0,1,51680,1.08,0.075,1292.0,True,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,True,False,False,True
